"SBD","NV1.N","NV1.TH","NV2.N","NV2.TH","NV3.N","NV3.TH","NV4.N","NV4.TH"
"ABC090632","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"SPB065425","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"SPB078760","KT21","Toan,Ly,Anh,1","CN3","Toan,Hoa,Anh,1","KQ1","Toan,Ly,Anh,0","KT12","Toan,Ly,Anh,1"
"KTA044557","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA
"TLA091334","KT41","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"KTA084301","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"SPB021869","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0"
"TLA018378","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"ABC061901","KQ1","Toan,Van,Anh,0","KT31","Toan,Hoa,Sinh,1","KT33","Toan,Hoa,Sinh,1",NA,NA
"SPB032174","KT14","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0",NA,NA
"CON020768","KT11","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"KTA054136","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"ABC094284","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1"
"CON008337","CN1","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"TMA074752","KQ1","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"TLA024085","KQ1","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"SPB060947","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"TLA090812","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TLA054786","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0","KQ2","Toan,Ly,Hoa,0"
"SPB049413","KT23","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"KTA094964","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"BKT016856","CN2","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"ABC047413","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT42","Toan,Ly,Hoa,0",NA,NA
"KTA090658","KT52","Toan,Hoa,Anh,0","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA
"CON024411","KT31","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"BKT035150","KT11","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1"
"TLA081343","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TLA094524","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"TLA056821","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"ABC082825","TA1","Anh,Toan,Van,1","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"KTA028205","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"SPB016293","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"ABC051606","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"SPB067432","KT51","Toan,Hoa,Anh,0","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA
"SPB084726","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"KTA028070","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0","KQ1","Toan,Ly,Hoa,0"
"TMA078083","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"SPB057946","QT14","Toan,Ly,Hoa,0","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1"
"KTA050632","KT33","Toan,Hoa,Sinh,1","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA
"TMA098169","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1"
"TMA096387","KT13","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"CON034382","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","TA1","Anh,Toan,Van,1"
"CON061834","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"BKT010032","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"SPB047525","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1",NA,NA
"TLA071993","KQ1","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"TLA088836","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"KTA050983","KT31","Toan,Hoa,Anh,1","KT14","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1"
"TLA040336","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"ABC017194","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"SPB097120","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"KTA031392","KT22","Toan,Ly,Hoa,1","KT33","Toan,Hoa,Anh,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TMA034459","KT22","Toan,Ly,Anh,1","KQ2","Toan,Ly,Anh,0","TA1","Anh,Toan,Van,1",NA,NA
"BKT092268","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1",NA,NA
"TLA082603","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0"
"CON036873","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"BKT046910","KQ2","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"TLA019146","CN1","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1",NA,NA
"CON005190","KT22","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1"
"TLA060750","KT12","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"SPB019869","KT22","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"TLA081913","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1"
"CON013216","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Anh,1","KT11","Toan,Ly,Hoa,1"
"TLA022135","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1",NA,NA,NA,NA
"ABC075389","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1"
"BKT015351","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1",NA,NA,NA,NA
"ABC028197","KT21","Toan,Ly,Hoa,1","KQ1","Toan,Ly,Hoa,0","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TMA052532","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA,NA,NA
"CON024254","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0","KT31","Toan,Hoa,Sinh,1"
"ABC056548","CN3","Toan,Hoa,Anh,1","QT11","Toan,Hoa,Anh,0",NA,NA,NA,NA
"TLA091536","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0","CN1","Toan,Ly,Hoa,1"
"KTA052761","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1"
"ABC038487","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"ABC074346","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1",NA,NA,NA,NA
"BKT018160","CN3","Toan,Hoa,Anh,1","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"TLA041408","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1"
"TLA075286","KT41","Toan,Ly,Hoa,0","CN2","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0"
"BKT031500","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"BKT064138","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TLA071217","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA,NA,NA
"TLA040670","CN2","Toan,Ly,Hoa,1","KT13","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TMA089303","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"CON055004","KT22","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KQ3","Toan,Van,Anh,0"
"TLA017514","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","QT14","Toan,Ly,Hoa,0"
"BKT039622","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"ABC040272","KT21","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KQ3","Toan,Ly,Anh,0"
"CON036665","QT11","Toan,Hoa,Anh,0","KT41","Toan,Hoa,Anh,0",NA,NA,NA,NA
"TLA009405","KT21","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"SPB040100","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN3","Toan,Hoa,Sinh,1","CN2","Toan,Ly,Hoa,1"
"TLA072214","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TMA009329","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0"
"ABC043020","TA1","Anh,Toan,Van,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"CON050481","KT14","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TLA012655","KQ2","Toan,Ly,Hoa,0","KT13","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA084018","CN2","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"KTA056844","TA1","Anh,Toan,Van,1","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1",NA,NA
"BKT060905","CN1","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0","KT11","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1"
"SPB074115","KT11","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"SPB085920","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"KTA088962","KT22","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1","CN1","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1"
"TLA099293","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"ABC086696","CN2","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1",NA,NA,NA,NA
"KTA028139","KT13","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KQ2","Toan,Ly,Anh,0"
"ABC076367","TA1","Anh,Toan,Van,1","KT51","Toan,Hoa,Anh,0",NA,NA,NA,NA
"KTA001919","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"BKT035325","KT14","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0"
"CON001673","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"BKT089012","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1",NA,NA
"BKT021944","KT31","Toan,Hoa,Anh,1","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA
"BKT087681","CN2","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT42","Toan,Ly,Hoa,0","KT31","Toan,Ly,Hoa,1"
"CON064600","KT31","Toan,Hoa,Anh,1","KT52","Toan,Hoa,Anh,0",NA,NA,NA,NA
"TMA031003","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"BKT024410","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"ABC019085","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA,NA,NA
"TMA027832","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"CON018158","KT12","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"TLA016602","KT31","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TMA074727","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"BKT083650","KT12","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0","KT32","Toan,Ly,Hoa,1","QT12","Toan,Ly,Hoa,0"
"TLA021775","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"ABC051197","CN1","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","TA2","Anh,Toan,Van,1","KT22","Toan,Ly,Hoa,1"
"TLA019522","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"BKT071763","KT52","Toan,Hoa,Anh,0","KT51","Toan,Hoa,Anh,0","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"ABC043773","KQ1","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"SPB010265","KT23","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"CON005121","KQ2","Toan,Van,Anh,0","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA
"TLA074432","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"ABC022218","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"KTA044899","KT21","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0","KT31","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1"
"KTA092502","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TMA043952","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1"
"KTA002985","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","CN3","Toan,Hoa,Anh,1",NA,NA
"ABC079772","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1"
"CON013651","KT31","Toan,Hoa,Anh,1","TA1","Anh,Toan,Van,1",NA,NA,NA,NA
"CON007277","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"BKT077615","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"BKT084450","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"TMA076459","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"ABC016619","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","QT11","Toan,Ly,Hoa,0","CN1","Toan,Ly,Hoa,1"
"TMA091160","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1"
"ABC044301","KT22","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"KTA040415","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","TA1","Anh,Toan,Van,1",NA,NA
"TMA035631","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"TMA009576","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"ABC049051","QT12","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"ABC085801","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT33","Toan,Ly,Hoa,1","KT42","Toan,Ly,Hoa,0"
"SPB085629","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA,NA,NA
"SPB043608","QT14","Toan,Ly,Hoa,0","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"SPB077948","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1",NA,NA
"KTA005905","KT21","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1",NA,NA,NA,NA
"SPB083912","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1",NA,NA
"ABC004278","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"CON036988","KT14","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"KTA011428","KT51","Toan,Ly,Hoa,0","KT31","Toan,Ly,Hoa,1",NA,NA,NA,NA
"ABC019513","KT51","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"KTA008062","KT12","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"KTA050611","KT14","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT51","Toan,Hoa,Anh,0","KT22","Toan,Ly,Anh,1"
"TLA068692","QT21","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"CON021408","KQ2","Toan,Van,Anh,0","KT31","Toan,Hoa,Anh,1","CN3","Toan,Hoa,Anh,1",NA,NA
"ABC030270","CN1","Toan,Ly,Anh,1","KQ3","Toan,Ly,Anh,0","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"ABC086511","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1"
"CON055424","KT22","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"BKT004742","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"BKT007241","KQ1","Toan,Ly,Hoa,0","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"TLA003637","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TMA067423","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"SPB017533","CN1","Toan,Ly,Anh,1","QT12","Toan,Hoa,Anh,0","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"CON067911","KT42","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"TMA098013","KQ1","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"BKT098606","KT21","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"TLA064648","KT22","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1",NA,NA
"ABC075097","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"ABC054322","KT23","Toan,Ly,Anh,1","QT11","Toan,Ly,Anh,0","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Anh,1"
"KTA066273","KT31","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TMA082826","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1"
"TLA048944","KT42","Toan,Hoa,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"SPB013035","KT23","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"ABC045219","KQ3","Toan,Ly,Anh,0","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","TA2","Anh,Toan,Van,1"
"BKT018902","KT31","Toan,Hoa,Anh,1","KT42","Toan,Hoa,Anh,0",NA,NA,NA,NA
"TLA056549","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"SPB069440","KT21","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"CON063433","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"BKT015846","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"SPB059274","CN1","Toan,Ly,Anh,1",NA,NA,NA,NA,NA,NA
"TLA002423","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"ABC032477","KT31","Toan,Hoa,Anh,1","KT51","Toan,Hoa,Anh,0",NA,NA,NA,NA
"TLA016462","KT42","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"KTA003632","KT14","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TLA011363","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1",NA,NA
"ABC080124","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"KTA069014","CN3","Toan,Hoa,Anh,1","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"TLA084324","CN2","Toan,Ly,Anh,1","KQ2","Toan,Ly,Anh,0","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1"
"CON008763","CN3","Toan,Hoa,Anh,1","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"TLA000751","KT21","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"SPB030214","KQ2","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"KTA056384","KT52","Toan,Ly,Hoa,0","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"BKT025348","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"KTA096260","CN3","Toan,Hoa,Anh,1","KT41","Toan,Hoa,Anh,0",NA,NA,NA,NA
